Case,Permeate flux (L/m²h),Distillate flow rate (L/h),Exp. permeate flux (L/m²h),Exp. distillate flow rate (L/h),Hot feedwater outlet temperature (°C),Exp. hot feedwater outlet temperature (°C),Cold feedwater outlet temperature (°C),Exp. cold feedwater outlet temperature (°C),Heat flux (W/m²),Vapor heat flux (W/m²),GOR,STECth,Thermal efficiency (%)
Case 19,6.057626462479862,0.0476755867,4.07436998462562,0.032,44.4272947718,45.26,26.3112494501,25.83,7372.3458979373,4024.8434506605,0.0607777016,20106.1052009183,54.5937956029
Case 20,9.90687054064749,0.0780070847,8.78536027934899,0.069,54.8820545875,55.33,35.707764562,35.56,9790.1343233757,6495.90212722,0.0537045659,18537.9719832455,66.3515117633
Case 21,10.388261901569429,0.0817924858,6.87549934905573,0.054,59.2764893878,59.84,42.8441744611,42.22,9388.4439180494,6763.0572595349,0.0838631501,10886.436555795,72.0359765534
Case 22,12.01762355126954,0.0946488268,9.16733246540765,0.072,60.3692988844,60.72,41.4713944445,41.0,10870.1059668146,7821.3315928664,0.0704150877,12971.6066011738,71.9526710848
Case 23,10.720112547027657,0.0844008618,8.53071215530989,0.067,58.7079629016,59.53,41.3824159181,41.17,9810.0602881294,6986.1790170834,0.059317049,15576.7247220011,71.2144350992
Case 24,4.479567995970162,0.035242035,3.43774967452787,0.027,38.1207772001,38.67,20.1773046015,19.8,6425.0876582852,2998.8613523634,0.0537143746,26768.0653679347,46.6742480703
Case 25,4.372610523390146,0.034397471,3.43774967452787,0.027,37.8746794368,38.31,20.4338435814,20.18,6257.7050544193,2927.3457740954,0.0446317167,32145.6462275096,46.7798617646
Case 26,4.704197611324154,0.0370079789,4.32901810866472,0.034,39.4528387426,39.83,22.3260322185,22.22,6407.4920201249,3142.9296590254,0.0396308646,34471.0265672851,49.0508556102
Case 27,11.418672786588731,0.0899191982,7.76676778319259,0.061,59.9110217373,60.39,41.9596059137,41.47,10327.684380825,7432.5560950217,0.0704090968,12973.5387295417,71.9673047796
Case 28,11.012155209306165,0.0867174486,8.02141590723169,0.063,59.8071189289,60.96,42.4236348777,41.97,9943.6742298828,7167.5853733844,0.0839797236,10860.8288548511,72.0818603635
Case 29,11.739125234354288,0.0924392709,9.04000840338809,0.071,60.0785677898,61.04,41.6919786666,41.44,10606.0873285463,7639.853934535,0.0604051115,15105.4473994109,72.0327270357
Case 30,4.732941972311925,0.0372344264,8.78536027934899,0.069,39.5396890342,39.98,22.359177563,22.25,6435.7883079533,3161.8611377936,0.0396809548,34369.8955641023,49.1293527148
Case 31,4.707260658802053,0.0370338777,3.69239779856697,0.029,38.9406768111,39.19,20.847774691,20.64,6592.3791028824,3148.0743795537,0.0453138566,30987.5013611015,47.7532364329
Case 32,4.544066067242664,0.0357497702,3.69239779856697,0.029,38.7614365462,39.18,21.3168088117,21.07,6356.2127582464,3039.2551900586,0.0546232008,25677.4033230327,47.8155043837
Case 33,4.800837114145348,0.0377728383,3.31042561250832,0.026,39.6448663534,40.31,21.8333529509,21.39,6584.142355581,3208.0171072299,0.0553942965,24828.5922850025,48.7233861903
Case 34,4.442997443075488,0.0349520071,4.20169404664517,0.033,38.042953103,38.42,20.3755338691,20.25,6347.2319529303,2974.0906355622,0.044690153,32046.8452450161,46.8564983542
Case 35,4.329069962361196,0.0340528247,3.56507373654742,0.028,38.4492792409,38.85,22.2496896352,22.04,5989.3260317965,2894.8954108088,0.0391662975,35426.8991321177,48.3342432093
Case 36,11.186126090927912,0.0880883056,8.78536027934899,0.069,59.1624336661,60.21,41.0280683847,40.75,10244.4862593058,7289.4677751804,0.0692005633,13360.6851743104,71.15503492
Case 37,18.291990875677065,0.1439850141,12.6050821399355,0.099,78.8630492445,79.39,63.7004383001,63.19,13232.6886966635,11550.384614384,0.0894215399,8263.513150347,87.2867553916
Case 38,19.5456319702963,0.1539189073,15.5335355663852,0.122,78.6145580492,80.4,61.8502105164,61.49,14277.8377749777,12363.815366033,0.1017186614,7328.7029412006,86.5944519113
Case 39,19.358890851068576,0.1524708962,11.4591655817596,0.09,78.7345950169,80.35,61.9613065285,61.13,14138.3902490376,12245.2865142963,0.1200808379,6206.9296524405,86.6101889862
Case 40,19.784538795400877,0.1558028539,15.1515633803265,0.119,78.8844944023,79.57,62.0104029579,61.42,14427.0234076068,12510.5531664917,0.1020873881,7290.2871551367,86.7161077724
Case 41,20.287357905199,0.1597702305,11.4591655817596,0.09,79.3096643107,79.98,62.1255011023,61.16,14761.421540225,12822.6631566698,0.1025443377,7242.8880034027,86.8660455345
Case 42,19.6164034419093,0.15444598,16.424804000522,0.129,78.7239759624,79.98,62.0600071671,61.85,14292.3168132796,12402.4885506342,0.0880251648,8448.5130439982,86.7773133822
