Case,Permeate flux (L/m²h),Distillate flow rate (L/h),Exp. permeate flux (L/m²h),Exp. distillate flow rate (L/h),Hot feedwater outlet temperature (°C),Exp. hot feedwater outlet temperature (°C),Cold feedwater outlet temperature (°C),Exp. cold feedwater outlet temperature (°C),Heat flux (W/m²),Vapor heat flux (W/m²),GOR,STECth,Thermal efficiency (%)
Case 21,5.892354668002213,0.0464258361,6.87549934905573,0.054,59.9641351365,59.84,42.1562392032,42.22,5094.6802278849,3828.6166465656,0.0438281021,19911.8450764791,75.1493023175
Case 22,6.708072063180232,0.0528728939,9.16733246540765,0.072,61.0367303325,60.72,40.8036519799,41.0,5799.2920810471,4356.5368051256,0.0363726283,23979.5294184741,75.1218725362
Case 23,5.8387847504723585,0.0460025695,8.53071215530989,0.067,59.2306645402,59.53,40.8595387185,41.17,5114.589579992,3798.2751695435,0.0300720602,29386.2627738031,74.2635378683
Case 24,2.133371946546235,0.0167885894,3.43774967452787,0.027,38.6812710385,38.67,19.6178402831,19.8,2891.7492418198,1425.6195311243,0.0234818598,57845.2963213702,49.299555802
Case 25,2.051826150754466,0.0161454486,3.43774967452787,0.027,38.3275926543,38.31,19.9817346537,20.18,2781.5000249242,1371.4222716918,0.019358594,70178.4612414181,49.305132461
Case 26,2.2012608505770106,0.0173226999,4.32901810866472,0.034,39.8461405725,39.83,21.9333473516,22.22,2843.8161339794,1468.4496523169,0.0172099867,75261.7731822154,51.636589116
Case 27,6.363974253565905,0.0501520559,7.76676778319259,0.061,60.5456556597,60.39,41.3246901257,41.47,5504.8646059585,4134.0870153986,0.0363351145,24021.7079857763,75.0987955439
Case 28,6.260281534321387,0.0493337998,8.02141590723169,0.063,60.5342200734,60.96,41.6962056844,41.97,5404.8522428362,4066.2758308406,0.0439621635,19819.0747901567,75.2338019273
Case 29,6.458781130257828,0.0508990359,9.04000840338809,0.071,60.6378249523,61.04,41.1324712394,41.44,5585.5870646008,4195.3647505088,0.0309276537,28213.9854047919,75.1105425802
Case 30,2.215663402750702,0.0174362194,8.78536027934899,0.069,39.9346167619,39.98,21.9648689676,22.25,2857.5154641214,1477.9214059608,0.0172382695,75010.0888982437,51.7205042113
Case 31,2.220582354392605,0.0174755518,3.69239779856697,0.029,39.4161823422,39.19,20.3731087894,20.64,2944.4649243749,1482.549182064,0.0197443351,67309.5962374454,50.3503767286
Case 32,2.174023035782637,0.0171088312,3.69239779856697,0.029,39.3136909774,39.18,20.7654915692,21.07,2875.7379536378,1451.5154643022,0.0239956116,55254.0967711718,50.4745386299
Case 33,2.3082170354724676,0.01816663,3.31042561250832,0.026,40.2149098418,40.31,21.2642564089,21.39,2992.9464568303,1539.6078232152,0.0244422229,53179.4404595226,51.4412083685
Case 34,2.086186981461975,0.0164162764,4.20169404664517,0.033,38.5022152107,38.42,19.9170953563,20.25,2822.5615017617,1394.1796460322,0.0193922062,69919.3668866347,49.3941281762
Case 35,2.0168820800659972,0.0158695197,3.56507373654742,0.028,38.817849695,38.85,21.8816844717,22.04,2648.2733218436,1346.7833500329,0.0169477803,77675.3216537597,50.8551492372
Case 36,6.183880772104795,0.04873241,8.78536027934899,0.069,59.7980555122,60.21,40.3922186283,40.75,5412.4850028225,4021.6284056844,0.0354055337,24935.0741258265,74.3028092196
Case 37,12.800328222589851,0.1008494347,12.6050821399355,0.099,79.3390344342,79.39,63.2234049063,63.19,8997.2033783773,8068.8680418582,0.0591082816,12133.8838416787,89.6819567428
Case 38,13.679711821061822,0.1078303509,15.5335355663852,0.122,79.2236035647,80.4,61.2397390512,61.49,9690.6282807876,8635.6989129389,0.0668540559,10800.9469265536,89.1139218502
Case 39,13.814632189372299,0.108908194,11.4591655817596,0.09,79.4391890098,80.35,61.2550449456,61.13,9780.1640406769,8719.587100766,0.0801011628,9009.3421245052,89.1558369011
Case 40,13.889641993968109,0.1094876384,15.1515633803265,0.119,79.495862231,79.57,61.3975812156,61.42,9822.9570966922,8765.0354419096,0.067315942,10710.1497448064,89.2301101963
Case 41,14.30210812408875,0.1127463456,11.4591655817596,0.09,79.9297210858,79.98,61.5039255987,61.16,10092.9726604193,9020.8802849514,0.067911825,10594.5350677614,89.3778333546
Case 42,13.592620369247951,0.1071257242,16.424804000522,0.129,79.2499673168,79.98,61.5327888838,61.85,9611.8985192935,8577.8345090403,0.0575405936,12529.5149008835,89.2418338773
