Case,Permeate flux (L/m²h),Distillate flow rate (L/h),Exp. permeate flux (L/m²h),Exp. distillate flow rate (L/h),Hot feedwater outlet temperature (°C),Exp. hot feedwater outlet temperature (°C),Cold feedwater outlet temperature (°C),Exp. cold feedwater outlet temperature (°C),Heat flux (W/m²),Vapor heat flux (W/m²),GOR,STECth,Thermal efficiency (%)
Case 11,3.816151127630829,0.0300667755,7.38479559713394,0.058,55.0127014449,55.05,36.0172353585,36.45,3560.6289434326,2496.8612315784,0.0240147166,39116.9126705998,70.1241626478
Case 12,2.091971792882528,0.0164684227,5.85690685289933,0.046,43.6197612036,43.54,25.2498881421,25.66,2444.719829082,1388.9183759511,0.0144919574,80911.0420627469,56.8129877064
Case 13,4.9599611518455715,0.0390907206,7.38479559713394,0.058,60.3575838965,60.57,41.4427334911,41.72,4260.8805374561,3220.9907355537,0.0348392955,24878.1189624953,75.5944858636
Case 14,2.9835505605452544,0.0234996059,5.85690685289933,0.046,50.0912013297,49.78,31.068528055,31.42,3045.39689686,1964.9854138754,0.0205325328,49965.4423284532,64.5231304958
Case 15,3.765824543429661,0.0296692626,6.11155497693843,0.048,54.8992545417,55.18,36.2506742448,36.58,3509.9720270209,2463.888870834,0.0291971216,32142.428853993,70.1968235606
Case 16,2.31709200592883,0.0182443069,5.47493466684068,0.043,44.922721546,44.91,25.3568245757,25.78,2657.9821544137,1536.4099506674,0.0174332773,66025.6110253078,57.803621748
Case 17,3.8020790820438712,0.0299546722,7.89409184521214,0.062,54.976075455,54.74,36.0638719183,36.37,3545.8327168856,2487.6141901607,0.0204081585,46009.3603369212,70.1559940579
Case 18,2.353091148771184,0.0185283977,5.34761060482113,0.042,45.2039047,45.17,25.735554667,26.14,2678.6540857842,1559.6570874886,0.021410443,53354.9595710965,58.2254011731
Case 19,2.3581485227181447,0.0185683888,4.07436998462562,0.032,45.1720797466,45.26,25.5673687216,25.83,2690.1614243186,1563.1310241039,0.0213536923,53609.0416176371,58.1054731502
Case 20,4.093871645530386,0.0322612237,8.78536027934899,0.069,55.544868555,55.33,35.0450586167,35.56,3825.7107265832,2678.0328837743,0.0203215551,46284.1496346506,70.0009246691
Case 21,4.780565158113243,0.0376718073,6.87549934905573,0.054,60.1233466505,59.84,41.9969572702,42.22,4100.5072947051,3104.491366158,0.034976447,24747.7842108519,75.709933992
Case 22,5.394366261816208,0.0425255608,9.16733246540765,0.072,61.190918474,60.72,40.6493889004,41.0,4627.8070748927,3501.5353200402,0.0288135427,30032.1503478203,75.6629492841
Case 23,4.663982065874523,0.0367522098,8.53071215530989,0.067,59.3484802834,59.53,40.7416819446,41.17,4056.2168420096,3032.7395300302,0.0237017308,37010.4857822142,74.7676874328
Case 24,1.653125498084462,0.0130099295,3.43774967452787,0.027,38.7879060325,38.67,19.5114081698,19.8,2219.5352107734,1104.3029388222,0.0179254616,75052.3306913074,49.7537923013
Case 25,1.585042217726839,0.0124730279,3.43774967452787,0.027,38.4125454807,38.31,19.8969371921,20.18,2129.477363053,1059.0942496552,0.0147537329,91252.0445035904,49.7349381605
Case 26,1.6994988798654087,0.0133748335,4.32901810866472,0.034,39.9197715115,39.83,21.8598349726,22.22,2176.6582200391,1133.3906433314,0.0131195747,97869.2580448886,52.0702163021
Case 27,5.114335014744564,0.040310721,7.76676778319259,0.061,60.6922490937,60.39,41.1780287846,41.47,4390.8116944135,3320.6772601424,0.0287702588,30104.9708558827,75.6278677213
Case 28,5.084061525183235,0.0400711056,8.02141590723169,0.063,60.7026429253,60.96,41.527703004,41.97,4353.4597385899,3300.3272392264,0.0351101398,24608.026009723,75.8092973727
Case 29,5.173705082106506,0.0407787484,9.04000840338809,0.071,60.7652431152,61.04,41.0049939434,41.44,4441.7115677872,3359.0740151269,0.0244392167,35437.9419402632,75.6256673551
Case 30,1.7107767243479899,0.0134637317,8.78536027934899,0.069,40.0085847771,39.98,21.8910199851,22.25,2187.3286216274,1140.8052753742,0.0131421743,97533.444546284,52.1551843694
Case 31,1.717374157777285,0.0135161229,3.69239779856697,0.029,39.5058504233,39.19,20.2836038258,20.64,2256.5703859593,1146.2072370782,0.0150621464,87427.5193368805,50.7942160462
Case 32,1.6860935086521345,0.0132696797,3.69239779856697,0.029,39.4194001577,39.18,20.6599682925,21.07,2209.5358104154,1125.3487827008,0.0183348202,71634.8703184952,50.9314570688
Case 33,1.7920834437503144,0.0141052242,3.31042561250832,0.026,40.3245999522,40.31,21.1547552028,21.39,2301.9223889991,1194.9080364188,0.0186934346,68877.0053458889,51.9091365604
Case 34,1.61183818793591,0.0126842449,4.20169404664517,0.033,38.5883981188,38.42,19.8310716191,20.25,2161.1472386572,1076.8322140103,0.0147808568,90901.4209553589,49.8268787405
Case 35,1.555617455519993,0.0122407444,3.56507373654742,0.028,38.8865714905,38.85,21.8130708412,22.04,2025.3234865256,1038.4838347927,0.0129097211,101102.5513170879,51.2749613433
Case 36,4.959453196672055,0.0390894608,8.78536027934899,0.069,59.9433641244,60.21,40.2468556846,40.75,4307.8154375137,3223.7574013857,0.0279772768,31309.8151002364,74.835086325
Case 37,11.005635862492255,0.0867332994,12.6050821399355,0.099,79.4852262102,79.39,63.0768783048,63.19,7696.2605458494,6933.5570218568,0.0501331883,14228.6488544134,90.0899466767
Case 38,11.774499943930048,0.0928391598,15.5335355663852,0.122,79.4090406694,80.4,61.0538478042,61.49,8293.8483328326,7427.9312322386,0.0566719477,12665.1849797729,89.5595257371
Case 39,12.092885433208815,0.0953606001,11.4591655817596,0.09,79.6451618487,80.35,61.0485590598,61.13,8506.0204382814,7626.1472489206,0.068946433,10395.9781314546,89.6558773195
Case 40,11.968933349362386,0.0943746501,15.1515633803265,0.119,79.6825782009,79.57,61.2104008139,61.42,8416.7366545698,7547.7897766998,0.0571288416,12544.2635589637,89.6759645272
Case 41,12.344757351718627,0.0973449679,11.4591655817596,0.09,80.1197511363,79.98,61.3134087868,61.16,8662.1120357474,7780.8337076607,0.057728465,12388.1470846613,89.8260571504
Case 42,11.655850466143391,0.0918885968,16.424804000522,0.129,79.4088657348,79.98,61.3735049588,61.85,8197.8846509853,7351.0234226332,0.0486639254,14730.1019300701,89.6697591585
