Case,Permeate flux (L/m²h),Distillate flow rate (L/h),Exp. permeate flux (L/m²h),Exp. distillate flow rate (L/h),Hot feedwater outlet temperature (°C),Exp. hot feedwater outlet temperature (°C),Cold feedwater outlet temperature (°C),Exp. cold feedwater outlet temperature (°C),Heat flux (W/m²),Vapor heat flux (W/m²),GOR,STECth,Thermal efficiency (%)
Case 27,10.499955792566793,0.0826968216,7.76676778319259,0.061,60.0341461637,60.39,41.8364283405,41.47,9392.0348378627,6831.9599092376,0.063624556,14196.141889697,72.7420631118
Case 28,10.163932803529695,0.0800494081,8.02141590723169,0.063,59.9460776977,60.96,42.2846154929,41.97,9076.2646394831,6612.9481127663,0.0760966576,11851.30884236,72.859798336
Case 29,10.768727693976231,0.0848112096,9.04000840338809,0.071,60.1880082241,61.04,41.5824904464,41.44,9623.6485745131,7005.7653691183,0.0545049154,16555.730870967,72.7973939912
Case 30,4.204586149481351,0.0330801805,8.78536027934899,0.069,39.6271398255,39.98,22.2718614869,22.25,5643.4290068882,2807.9544438576,0.0346264012,38874.541265626,49.7561755527
Case 31,4.188312872165192,0.0329534392,3.69239779856697,0.029,39.0455076043,39.19,20.7431253341,20.64,5788.1472306707,2799.9894269076,0.0395671568,35016.4259206547,48.3745370552
Case 32,4.055397390202418,0.0319073817,3.69239779856697,0.029,38.8820228707,39.18,21.1964222496,21.07,5596.2342176857,2711.385974669,0.0477802171,28956.8851940194,48.4501875583
Case 33,4.28887067608552,0.0337470913,3.31042561250832,0.026,39.7689380004,40.31,21.7094824441,21.39,5802.5014472789,2864.7986678394,0.0484992655,27972.6157689977,49.3717872174
Case 34,3.9493809715370194,0.0310709175,4.20169404664517,0.033,38.1445046323,38.42,20.2741608819,20.25,5567.8541680891,2642.724648566,0.0389887411,36247.0797388348,47.4639702978
Case 35,3.8421452577673776,0.0302246369,3.56507373654742,0.028,38.5311104415,38.85,22.1679817837,22.04,5247.5299402693,2568.4798425499,0.0341498105,40107.0801989413,48.9464542706
Case 36,10.27058324796318,0.080890518,8.78536027934899,0.069,59.2865747693,60.21,40.9038840149,40.75,9300.7828103204,6690.2843604253,0.0624280851,14641.8478883207,71.9324867258
Case 37,17.47306121533801,0.1375593548,12.6050821399355,0.099,78.93985709,79.39,63.6234656516,63.19,12549.2508566347,11030.3488958931,0.0844133457,8689.2564031174,87.8964730398
Case 38,18.66654534293077,0.1470197948,15.5335355663852,0.122,78.7135123841,80.4,61.7510313438,61.49,13532.5690689571,11804.0038781274,0.0959001413,7713.1129139979,87.2266294595
Case 39,18.542950324194898,0.1460672473,11.4591655817596,0.09,78.8476035073,80.35,61.848039684,61.13,13439.4216841014,11725.3059506505,0.1134708796,6517.277107667,87.2456138832
Case 40,18.903140539096256,0.148885828,15.1515633803265,0.119,78.9836337708,79.57,61.9110347705,61.42,13680.4644529762,11949.4136338137,0.0962960672,7669.048597119,87.3465493433
Case 41,19.394786223860468,0.1527658813,11.4591655817596,0.09,79.4099993115,79.98,62.0249275638,61.16,14006.0302255893,12254.5607500286,0.0967890309,7614.4869548075,87.494890077
Case 42,18.706745262861684,0.1473083265,16.424804000522,0.129,78.8098214428,79.98,61.9739666004,61.85,13528.4712263952,11823.8854220933,0.0829306547,8899.3100429854,87.4000116068
